,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
6887,5,3,243,5,2,1776,0,0,0,0,1,0,0,1,0,1,0,0
8726,3,4,254,3,4,5830,1,0,0,0,0,0,0,1,1,0,0,0
3021,4,1,167,3,42,1197,0,1,0,0,0,1,0,0,0,1,0,0
4102,4,4,170,5,5,4823,0,0,1,0,0,0,1,0,0,1,0,0
2111,3,2,212,2,65,3776,0,0,0,0,1,0,0,1,0,0,1,1
2333,5,2,128,5,45,1707,0,0,0,0,1,1,0,0,0,0,1,1
2477,5,2,209,4,15,3330,0,0,0,0,1,1,0,0,0,0,1,0
6687,5,4,221,5,6,5059,0,1,0,0,0,0,1,0,0,1,0,0
5339,5,1,162,3,1,5537,0,0,0,0,1,1,0,0,0,0,1,1
9844,2,2,174,3,3,5348,0,0,1,0,0,0,1,0,0,1,0,1
1759,5,4,195,2,4,3108,0,0,0,0,1,0,1,0,0,1,0,0
3591,2,3,134,10,1,5632,0,1,0,0,0,0,0,1,1,0,0,1
7656,4,5,140,2,5,4347,0,0,0,1,0,0,1,0,0,0,1,1
46,3,4,169,4,32,1245,0,0,1,0,0,0,0,1,0,0,1,1
1558,2,5,177,6,41,1772,0,0,1,0,0,0,0,1,0,0,1,1
3332,3,1,187,5,6,4698,1,0,0,0,0,0,0,1,0,1,0,1
6394,4,3,220,3,6,4894,0,0,1,0,0,0,0,1,0,1,0,1
9309,5,1,274,2,8,4647,0,1,0,0,0,0,1,0,1,0,0,1
639,3,4,247,4,59,2939,0,1,0,0,0,0,0,1,0,1,0,0
9864,3,4,271,3,1,4444,0,0,0,1,0,1,0,0,0,0,1,0
6774,3,2,150,3,2,4660,0,0,0,1,0,0,0,1,0,1,0,0
10996,5,4,242,5,4,1155,0,0,1,0,0,0,0,1,0,1,0,1
6203,4,5,201,8,4,5472,0,0,0,0,1,0,0,1,0,0,1,1
8894,5,5,253,5,4,1482,1,0,0,0,0,0,1,0,0,1,0,1
1002,3,3,241,5,8,2182,0,0,0,1,0,0,0,1,0,1,0,0
3733,5,5,228,5,6,4506,0,0,0,0,1,0,0,1,0,1,0,1
10646,3,2,159,2,8,4326,1,0,0,0,0,0,0,1,0,0,1,0
6023,5,5,238,5,2,1657,0,0,0,0,1,1,0,0,0,1,0,0
10130,5,1,151,3,1,4981,1,0,0,0,0,0,1,0,0,0,1,1
7826,4,2,136,4,9,5038,1,0,0,0,0,0,0,1,0,0,1,0
6157,3,4,233,3,5,5306,0,0,0,0,1,0,1,0,0,0,1,0
2952,3,3,162,3,3,1693,0,0,0,1,0,0,0,1,0,1,0,0
9281,4,2,239,3,4,5916,0,0,0,0,1,0,0,1,0,1,0,1
3982,3,2,224,3,1,5343,0,0,1,0,0,1,0,0,0,0,1,0
7032,6,2,232,3,7,5219,0,0,0,1,0,0,0,1,0,0,1,1
4804,6,2,152,2,9,1993,0,0,1,0,0,1,0,0,0,1,0,1
766,2,1,249,3,11,2534,0,0,1,0,0,0,0,1,0,1,0,0
9990,5,2,197,5,4,4196,0,0,0,1,0,0,1,0,0,1,0,1
2194,3,2,134,3,20,1391,0,0,1,0,0,1,0,0,0,1,0,1
4534,4,5,108,10,7,5928,0,0,1,0,0,1,0,0,0,0,1,1
438,3,5,241,3,48,2841,0,0,0,1,0,0,0,1,0,0,1,0
10299,6,4,221,5,9,4360,0,1,0,0,0,0,0,1,0,1,0,0
5946,4,3,170,6,6,4998,0,0,0,1,0,0,0,1,0,0,1,0
10026,5,3,255,4,4,4178,0,0,0,1,0,0,0,1,0,0,1,1
3401,4,5,167,2,7,4289,0,0,0,0,1,0,1,0,0,1,0,1
7025,4,1,112,6,9,5248,0,0,0,0,1,0,0,1,0,0,1,0
2962,5,5,208,8,39,2905,0,0,1,0,0,0,0,1,0,1,0,0
204,2,5,155,3,23,1602,0,0,0,1,0,0,0,1,0,1,0,0
1516,3,5,182,3,34,3595,0,0,1,0,0,1,0,0,0,0,1,0
6523,3,3,261,8,10,4145,0,0,0,0,1,0,0,1,0,1,0,0
1272,3,5,257,3,52,2170,0,0,0,1,0,0,0,1,0,1,0,1
7107,7,1,309,4,4,1151,0,1,0,0,0,0,1,0,0,1,0,1
4387,5,2,165,3,10,5598,0,0,0,0,1,1,0,0,0,0,1,1
874,2,4,206,2,30,3955,0,0,1,0,0,0,0,1,0,1,0,1
4165,4,3,222,3,8,4861,0,0,0,0,1,0,0,1,0,1,0,1
6946,3,2,204,4,7,4768,0,0,1,0,0,0,0,1,0,0,1,0
2014,3,4,241,3,50,3074,0,0,1,0,0,0,0,1,0,1,0,1
5926,6,3,202,3,5,4930,0,0,1,0,0,0,0,1,0,1,0,1
10536,4,3,195,3,1,4236,0,0,0,1,0,0,1,0,0,1,0,0
8542,4,5,144,8,2,4956,0,0,1,0,0,0,0,1,0,0,1,1
141,5,4,149,3,51,1645,0,1,0,0,0,1,0,0,0,1,0,0
5251,6,4,292,4,9,1056,0,0,0,0,1,0,0,1,0,1,0,0
3658,3,2,243,3,8,4093,0,0,1,0,0,0,0,1,0,0,1,1
9655,6,3,244,5,4,1121,0,0,0,0,1,0,0,1,0,0,1,1
5539,3,3,226,3,4,5048,0,0,0,0,1,0,0,1,0,1,0,0
4549,5,5,276,4,7,1742,0,0,0,0,1,0,0,1,0,1,0,1
7057,4,5,246,2,3,5705,0,0,0,0,1,0,0,1,0,0,1,1
5160,4,2,157,4,6,4964,0,0,0,1,0,0,0,1,0,1,0,1
5289,4,4,248,3,1,5198,0,1,0,0,0,0,0,1,0,1,0,1
9373,4,2,196,5,5,4994,0,0,0,0,1,0,0,1,0,1,0,0
865,6,1,168,5,65,1601,0,0,0,0,1,0,0,1,1,0,0,1
1604,2,2,145,2,1,1126,1,0,0,0,0,0,0,1,0,1,0,0
1389,5,3,167,3,51,1573,0,1,0,0,0,0,0,1,0,1,0,1
9613,4,4,256,3,5,5399,0,0,0,0,1,0,0,1,0,1,0,1
736,5,3,200,8,9,2741,0,0,1,0,0,0,0,1,0,1,0,1
5902,3,5,162,2,1,4573,0,0,1,0,0,1,0,0,1,0,0,0
9318,4,2,219,3,9,5703,0,0,0,1,0,1,0,0,0,1,0,1
1700,3,3,193,2,60,2581,1,0,0,0,0,0,0,1,0,1,0,1
855,3,2,139,2,63,1767,0,1,0,0,0,0,0,1,0,1,0,0
2902,6,2,283,2,18,3077,0,0,1,0,0,0,0,1,0,1,0,1
9290,3,2,179,3,9,5224,1,0,0,0,0,0,1,0,0,0,1,0
1634,6,3,241,6,8,3878,1,0,0,0,0,0,1,0,1,0,0,1
9952,7,4,284,4,3,1751,0,0,1,0,0,0,0,1,0,1,0,0
6932,3,1,231,3,1,5392,1,0,0,0,0,0,0,1,0,1,0,0
10418,5,3,270,5,1,1568,1,0,0,0,0,1,0,0,0,1,0,1
229,3,3,162,7,42,1278,0,0,0,0,1,0,0,1,0,0,1,1
6716,3,5,260,3,7,5379,1,0,0,0,0,1,0,0,0,0,1,0
772,3,5,193,3,47,3523,0,0,1,0,0,0,0,1,0,1,0,1
5867,3,1,209,2,6,5701,0,0,0,0,1,0,1,0,0,1,0,0
599,4,1,140,3,1,1464,0,0,0,0,1,0,0,1,0,0,1,1
2184,3,2,204,2,35,2090,0,0,0,1,0,0,1,0,0,0,1,1
3494,3,4,113,3,1,5765,1,0,0,0,0,0,0,1,0,0,1,0
4928,2,5,271,3,4,5775,1,0,0,0,0,1,0,0,0,1,0,0
7419,5,5,242,5,3,1444,0,1,0,0,0,0,0,1,0,0,1,0
341,3,2,169,2,30,1698,0,0,0,0,1,0,0,1,1,0,0,0
4877,3,3,165,3,4,5924,0,0,0,0,1,0,0,1,0,0,1,1
3056,3,4,176,3,4,1095,1,0,0,0,0,0,0,1,0,1,0,1
3741,5,1,167,3,3,4267,0,1,0,0,0,0,0,1,0,0,1,0
825,4,5,160,3,33,1837,0,1,0,0,0,1,0,0,0,1,0,0
9582,5,5,184,2,9,4649,0,0,0,1,0,0,1,0,0,0,1,0
9833,4,3,133,2,10,4195,0,0,0,0,1,0,0,1,0,1,0,1
10200,6,1,268,4,1,1654,0,0,0,1,0,0,0,1,0,1,0,1
6808,3,3,242,2,7,4501,0,0,1,0,0,0,0,1,0,1,0,1
6188,4,4,154,3,7,4106,1,0,0,0,0,0,0,1,0,1,0,1
9540,5,1,189,2,8,5219,0,0,0,1,0,0,0,1,0,0,1,0
1737,4,1,144,2,35,1072,0,1,0,0,0,0,0,1,1,0,0,0
5270,6,4,306,4,6,1461,1,0,0,0,0,0,0,1,0,1,0,1
3254,3,4,100,3,4,4191,1,0,0,0,0,0,0,1,0,0,1,0
8373,2,1,168,4,6,4800,0,1,0,0,0,1,0,0,0,1,0,0
5881,3,4,143,3,1,4392,0,0,0,0,1,0,1,0,0,1,0,1
3020,3,3,253,4,57,2489,1,0,0,0,0,1,0,0,0,0,1,1
989,3,2,182,2,40,2592,0,0,0,0,1,0,0,1,0,1,0,1
8505,5,1,183,6,2,5082,0,1,0,0,0,1,0,0,0,0,1,1
2864,5,4,256,3,43,3658,1,0,0,0,0,0,1,0,0,1,0,1
4383,3,3,150,2,3,5836,0,1,0,0,0,1,0,0,0,0,1,0
9687,4,5,241,5,2,1043,0,1,0,0,0,0,0,1,0,1,0,0
10319,3,3,169,2,8,4281,0,0,0,0,1,0,0,1,0,0,1,1
2059,5,2,265,3,33,2734,0,0,0,0,1,1,0,0,0,0,1,1
10297,4,3,166,4,1,4536,0,0,0,0,1,0,0,1,0,0,1,1
775,3,1,270,3,61,3582,0,0,0,0,1,0,0,1,0,0,1,1
8656,7,5,265,4,1,1601,0,0,1,0,0,0,0,1,0,1,0,1
3325,3,1,241,3,9,5184,0,0,0,0,1,0,0,1,0,0,1,0
10561,2,4,183,2,5,5335,0,0,0,0,1,1,0,0,0,1,0,0
4329,5,2,172,2,1,5112,0,1,0,0,0,0,0,1,1,0,0,1
10911,4,5,227,10,7,4403,0,1,0,0,0,0,0,1,0,1,0,0
4328,3,4,213,2,6,5374,1,0,0,0,0,0,0,1,0,0,1,1
4450,4,4,176,6,5,4494,0,0,1,0,0,0,0,1,1,0,0,0
2373,5,2,140,3,16,1969,0,1,0,0,0,0,0,1,0,0,1,1
861,3,2,148,2,58,1537,0,1,0,0,0,0,0,1,0,1,0,1
335,3,1,194,4,64,2026,0,0,0,0,1,0,0,1,0,1,0,0
9710,7,1,264,4,2,1540,1,0,0,0,0,0,1,0,0,0,1,1
6482,3,2,177,3,8,5006,1,0,0,0,0,0,0,1,0,0,1,0
2176,4,3,163,3,45,1395,0,0,1,0,0,0,1,0,0,1,0,1
5372,3,1,183,2,3,4042,1,0,0,0,0,0,0,1,0,0,1,1
9074,3,5,247,3,10,4286,1,0,0,0,0,0,0,1,0,0,1,0
1463,4,3,170,2,33,1980,0,0,0,0,1,0,0,1,0,0,1,1
5533,6,3,269,4,6,1822,0,0,0,0,1,0,0,1,0,0,1,1
2168,3,1,164,2,2,1104,1,0,0,0,0,0,1,0,0,1,0,0
7563,4,5,275,5,6,4450,0,1,0,0,0,0,0,1,0,1,0,1
4771,5,4,251,2,3,5347,0,0,0,0,1,0,1,0,0,1,0,1
1439,4,3,217,3,16,3444,0,0,0,0,1,0,0,1,0,0,1,1
7538,3,1,153,3,9,4404,1,0,0,0,0,1,0,0,0,1,0,0
4925,4,4,256,3,8,4398,0,0,0,0,1,0,1,0,0,1,0,0
3530,4,2,137,3,6,5271,1,0,0,0,0,0,0,1,0,1,0,1
6533,4,2,206,7,7,5479,0,0,0,0,1,0,0,1,1,0,0,0
10083,5,1,233,3,6,5560,0,1,0,0,0,0,0,1,0,1,0,1
2139,6,3,272,3,39,2518,0,1,0,0,0,0,0,1,0,1,0,1
8015,5,4,256,5,6,1551,0,0,0,0,1,0,0,1,0,1,0,0
4851,3,5,206,4,2,5829,0,1,0,0,0,0,0,1,0,0,1,1
6445,4,3,224,2,8,5961,0,0,0,0,1,1,0,0,0,0,1,0
6683,4,4,157,2,9,4491,0,0,0,0,1,0,0,1,0,1,0,0
6109,4,5,216,2,8,5767,0,0,0,0,1,0,0,1,0,1,0,1
3679,4,3,240,2,2,5588,0,0,0,0,1,0,1,0,0,0,1,1
6763,4,2,211,2,9,5883,0,0,0,0,1,0,0,1,0,1,0,1
6343,4,3,275,5,2,4622,0,0,0,0,1,0,0,1,0,1,0,0
10421,4,3,207,2,4,5227,0,0,0,0,1,1,0,0,0,0,1,0
6453,3,2,227,3,4,4450,0,1,0,0,0,1,0,0,0,1,0,1
3670,4,2,168,2,1,5154,0,0,1,0,0,0,0,1,0,0,1,0
2504,2,2,190,8,33,3448,1,0,0,0,0,0,0,1,0,0,1,0
6232,3,3,146,3,4,5384,0,0,1,0,0,0,0,1,0,0,1,1
1231,4,2,272,2,57,2377,0,0,0,0,1,1,0,0,0,1,0,0
995,4,2,141,2,52,1012,0,0,0,0,1,0,0,1,0,0,1,0
9366,4,3,189,3,4,5613,0,0,0,1,0,0,0,1,0,0,1,1
8140,3,2,178,2,2,4122,0,0,1,0,0,0,0,1,0,0,1,1
8664,3,3,202,4,9,4917,0,0,0,1,0,0,0,1,0,1,0,1
3412,3,2,172,2,9,4532,0,0,1,0,0,0,1,0,0,1,0,1
2070,3,4,272,10,63,2455,0,0,0,1,0,1,0,0,0,0,1,0
1597,2,4,105,2,54,1707,0,0,0,0,1,0,0,1,0,0,1,0
8917,5,5,269,5,5,1742,0,0,0,0,1,1,0,0,0,1,0,0
765,4,2,259,4,13,2495,0,1,0,0,0,0,0,1,0,1,0,1
9274,4,3,225,2,10,5523,0,0,1,0,0,0,0,1,0,0,1,1
7126,3,1,239,3,2,4425,0,0,1,0,0,1,0,0,0,1,0,0
9600,4,4,132,3,5,4613,0,0,0,1,0,1,0,0,0,0,1,1
4041,5,5,243,2,9,4669,0,1,0,0,0,0,0,1,0,1,0,0
6992,3,4,198,3,7,4020,1,0,0,0,0,1,0,0,0,0,1,0
1167,4,1,227,2,60,3080,0,1,0,0,0,0,0,1,1,0,0,0
9610,3,3,264,2,2,4350,0,0,1,0,0,0,0,1,0,1,0,0
4129,4,4,192,2,7,4151,0,0,0,0,1,0,0,1,0,1,0,0
2385,4,3,135,2,53,1073,0,1,0,0,0,0,0,1,0,0,1,1
2949,3,5,207,4,45,3770,0,1,0,0,0,0,0,1,0,1,0,1
4878,2,1,148,2,10,5939,0,0,0,1,0,0,0,1,0,1,0,0
3407,3,2,253,3,7,4915,0,0,0,0,1,0,1,0,0,1,0,1
4864,5,4,215,3,5,5552,0,0,1,0,0,0,0,1,0,1,0,1
6883,5,5,275,5,3,1145,0,0,0,0,1,0,0,1,0,1,0,1
5006,3,4,165,3,10,4910,1,0,0,0,0,0,0,1,1,0,0,0
6459,4,3,200,4,10,4291,0,1,0,0,0,0,0,1,0,1,0,1
5062,6,2,140,2,1,4053,0,0,1,0,0,0,1,0,1,0,0,0
4810,6,4,243,4,9,1353,0,0,1,0,0,1,0,0,0,1,0,0
1736,6,1,278,2,12,2112,1,0,0,0,0,0,0,1,0,0,1,1
9354,6,4,276,4,4,1662,0,0,0,1,0,0,0,1,0,1,0,0
7108,6,2,279,4,5,1836,0,0,1,0,0,0,1,0,0,1,0,1
36,3,5,137,4,62,1477,0,0,0,1,0,0,0,1,1,0,0,1
153,3,3,183,2,53,3932,0,1,0,0,0,1,0,0,0,1,0,0
10286,6,2,196,2,10,5180,1,0,0,0,0,1,0,0,0,1,0,0
6500,6,5,251,4,3,1660,1,0,0,0,0,0,0,1,0,0,1,1
3743,4,2,233,2,5,4817,0,0,0,0,1,0,0,1,0,1,0,1
4428,3,5,246,3,2,5653,0,0,0,1,0,0,0,1,0,0,1,1
5358,4,3,149,3,3,5542,0,0,0,1,0,1,0,0,0,1,0,1
657,3,1,242,3,10,3606,0,1,0,0,0,0,0,1,0,0,1,1
3359,3,5,150,3,4,4442,0,0,0,0,1,0,0,1,0,0,1,1
2623,4,1,152,3,26,1464,0,0,0,0,1,0,0,1,1,0,0,0
7983,6,3,250,2,1,4747,0,1,0,0,0,0,0,1,0,0,1,1
579,2,5,201,3,29,3894,0,1,0,0,0,0,0,1,0,0,1,1
10042,4,4,200,3,7,5807,0,0,1,0,0,0,0,1,0,1,0,1
2041,4,4,162,2,30,1158,0,0,0,0,1,0,1,0,0,0,1,0
7571,4,1,191,3,2,5189,0,0,0,0,1,0,0,1,0,1,0,0
6127,3,2,136,3,2,5739,0,0,0,0,1,0,0,1,1,0,0,1
4497,3,4,260,4,10,4109,0,1,0,0,0,0,1,0,0,1,0,1
1383,3,2,238,4,49,3179,0,1,0,0,0,1,0,0,0,0,1,1
7133,3,3,182,10,3,5555,0,0,0,0,1,1,0,0,0,1,0,0
10600,5,1,240,5,5,4144,0,0,1,0,0,0,0,1,0,0,1,1
10876,3,3,141,2,2,5923,0,0,1,0,0,0,0,1,0,1,0,0
10546,4,4,209,3,7,4717,0,0,1,0,0,1,0,0,0,0,1,0
3182,3,3,132,3,6,5721,1,0,0,0,0,0,0,1,0,1,0,0
8766,5,5,182,3,9,5388,0,0,0,1,0,1,0,0,0,1,0,1
10295,5,5,132,4,8,4339,0,0,0,0,1,0,0,1,0,1,0,1
8504,4,2,148,2,3,4651,1,0,0,0,0,1,0,0,0,0,1,0
6520,3,3,216,8,4,5329,0,0,1,0,0,0,0,1,0,0,1,0
973,5,4,229,3,29,2505,0,0,0,0,1,1,0,0,0,0,1,0
4949,5,5,137,3,5,5914,0,0,0,0,1,0,0,1,0,1,0,0
4255,4,3,235,3,6,4832,0,0,0,0,1,1,0,0,0,0,1,1
3711,3,5,140,5,7,4370,0,1,0,0,0,1,0,0,0,1,0,0
7599,5,3,245,4,1,5743,0,1,0,0,0,0,0,1,0,1,0,0
10872,3,4,177,2,3,4240,0,0,0,1,0,0,0,1,0,0,1,0
9591,4,1,173,5,5,5049,0,1,0,0,0,1,0,0,0,1,0,1
9248,4,2,231,4,9,5194,1,0,0,0,0,0,0,1,0,0,1,0
6960,3,1,178,4,9,4298,0,0,0,1,0,0,1,0,0,0,1,0
2213,3,1,256,2,63,3046,0,0,0,0,1,0,0,1,0,0,1,1
1832,3,4,166,2,58,1319,1,0,0,0,0,0,0,1,0,0,1,1
9759,4,5,135,3,6,4557,0,1,0,0,0,0,0,1,0,1,0,1
8228,3,4,186,2,4,4585,1,0,0,0,0,1,0,0,0,1,0,1
1325,4,3,286,5,37,2938,0,0,0,0,1,0,0,1,0,1,0,0
10633,5,1,253,2,3,5159,0,0,0,0,1,0,0,1,0,0,1,0
2057,3,4,254,2,56,3266,0,0,0,0,1,1,0,0,1,0,0,0
6276,6,5,283,4,2,1136,0,0,0,1,0,0,1,0,0,1,0,0
3542,5,3,174,3,7,5510,1,0,0,0,0,0,1,0,0,0,1,1
1459,3,4,183,2,52,2078,0,0,0,0,1,0,0,1,0,0,1,1
1116,4,2,182,3,58,3943,0,0,0,1,0,0,0,1,0,1,0,0
9589,3,4,166,4,1,5533,0,0,0,0,1,1,0,0,0,1,0,1
1682,4,3,101,6,37,1344,1,0,0,0,0,0,0,1,0,1,0,0
7089,3,3,203,3,8,5929,0,1,0,0,0,0,0,1,0,0,1,1
593,3,2,200,2,46,3174,0,0,0,0,1,0,0,1,0,0,1,1
3321,4,3,178,6,6,4203,0,1,0,0,0,0,0,1,0,1,0,0
2329,4,2,192,4,61,2256,0,0,0,0,1,1,0,0,0,1,0,1
1101,6,2,159,5,22,1247,0,1,0,0,0,1,0,0,0,0,1,1
4897,5,3,211,3,5,5087,0,0,0,0,1,0,0,1,0,1,0,1
8634,7,5,269,4,2,1592,0,0,0,1,0,1,0,0,0,0,1,0
10162,4,1,162,6,1,5525,0,0,1,0,0,0,0,1,0,1,0,0
2500,4,3,209,6,59,2622,0,0,1,0,0,0,0,1,0,1,0,1
688,5,2,170,3,15,1314,0,0,1,0,0,1,0,0,0,1,0,0
518,4,5,138,3,23,1785,1,0,0,0,0,0,0,1,0,0,1,0
2728,4,4,179,3,48,1943,0,0,1,0,0,0,1,0,0,1,0,0
5837,2,4,233,2,6,4758,0,0,0,0,1,0,0,1,0,0,1,1
6582,7,2,279,4,1,1480,0,0,0,1,0,1,0,0,0,0,1,1
2579,4,2,128,5,28,1247,0,0,0,0,1,0,1,0,0,1,0,1
7177,4,1,254,5,7,1003,0,0,0,0,1,0,0,1,0,1,0,1
8616,6,4,305,4,1,1384,0,0,0,1,0,0,1,0,0,1,0,1
3190,4,3,225,5,8,4195,0,0,1,0,0,0,0,1,0,1,0,0
10331,4,5,161,3,2,5378,0,0,0,0,1,0,0,1,0,0,1,1
2939,3,1,139,2,47,1241,0,0,0,0,1,0,0,1,0,1,0,0
2843,5,2,160,3,44,1054,0,0,0,0,1,0,0,1,0,0,1,0
1218,4,4,184,4,8,2306,0,0,0,1,0,0,1,0,0,0,1,0
10269,4,1,194,2,3,5503,0,1,0,0,0,0,1,0,0,0,1,1
7106,5,4,243,5,5,1118,1,0,0,0,0,0,1,0,0,1,0,1
5248,4,1,229,4,2,5378,0,0,1,0,0,0,0,1,0,0,1,1
4883,2,1,138,2,8,4932,0,0,0,0,1,0,0,1,0,1,0,0
9187,5,5,273,5,4,1597,0,0,0,0,1,1,0,0,0,0,1,0
9113,5,4,137,2,2,4077,0,0,0,0,1,0,0,1,0,1,0,1
8684,3,5,205,3,9,4565,1,0,0,0,0,0,0,1,0,0,1,1
8532,4,1,243,5,1,4624,0,0,0,1,0,0,0,1,0,0,1,1
4900,4,4,163,6,1,4584,0,0,1,0,0,0,0,1,0,0,1,0
7755,6,3,250,4,9,1618,0,1,0,0,0,0,0,1,0,1,0,0
3940,3,5,267,2,4,4703,0,0,1,0,0,0,0,1,0,0,1,0
2989,5,1,206,4,62,1137,0,0,0,0,1,0,1,0,0,1,0,0
4116,3,4,259,4,5,4564,0,0,0,1,0,1,0,0,0,0,1,1
3512,3,1,243,3,2,4989,1,0,0,0,0,0,0,1,0,1,0,1
6073,3,3,112,4,7,5716,0,0,0,0,1,0,0,1,0,1,0,1
7200,5,5,240,6,10,1986,0,0,0,1,0,0,0,1,0,1,0,1
228,3,2,164,10,14,1375,0,0,0,1,0,0,0,1,1,0,0,0
2007,4,3,154,3,52,1432,0,1,0,0,0,0,0,1,0,0,1,0
4071,3,3,228,3,8,4927,0,1,0,0,0,0,0,1,0,0,1,1
1635,4,2,278,6,36,2330,0,1,0,0,0,0,1,0,0,1,0,1
4382,2,2,204,4,5,5382,1,0,0,0,0,1,0,0,1,0,0,0
10350,5,2,241,2,2,5448,0,0,0,1,0,0,0,1,0,0,1,1
3040,3,2,149,3,64,1920,0,0,1,0,0,0,0,1,0,0,1,1
6241,4,5,153,2,1,4492,0,0,0,0,1,0,0,1,0,1,0,0
3566,4,5,222,3,5,5584,1,0,0,0,0,1,0,0,0,1,0,1
9772,2,1,234,4,9,5075,0,0,1,0,0,0,0,1,0,0,1,1
8143,4,3,106,2,6,5867,0,0,0,0,1,0,0,1,0,0,1,1
3613,4,5,274,2,2,4492,0,0,0,0,1,0,0,1,0,1,0,1
3337,6,2,204,4,2,4431,0,0,0,0,1,0,0,1,0,0,1,1
3649,5,4,266,6,5,5481,0,0,0,0,1,0,0,1,0,1,0,1
601,3,4,145,3,44,1218,0,0,0,0,1,0,0,1,0,0,1,0
4365,5,2,260,6,10,4087,0,1,0,0,0,0,1,0,1,0,0,0
7086,4,1,266,4,3,5773,0,0,0,1,0,0,0,1,0,1,0,0
3091,3,3,257,3,44,3370,0,0,0,0,1,0,0,1,0,1,0,0
7811,5,4,228,4,7,5913,0,0,0,0,1,1,0,0,1,0,0,1
1398,6,3,213,3,17,1656,0,0,0,1,0,0,0,1,0,1,0,0
8317,5,3,245,5,10,1112,0,0,0,0,1,0,0,1,0,1,0,1
4857,4,5,152,3,5,5191,0,1,0,0,0,0,0,1,0,0,1,0
9102,4,4,226,5,1,1761,0,0,0,1,0,0,0,1,0,1,0,0
3418,4,4,266,3,2,5413,0,0,1,0,0,0,1,0,0,0,1,1
9494,4,5,199,4,1,5585,1,0,0,0,0,0,0,1,0,0,1,0
9372,4,5,271,4,9,5057,0,0,0,1,0,0,0,1,0,0,1,0
10631,4,2,230,3,5,5888,0,0,0,0,1,0,0,1,1,0,0,1
10973,5,2,240,5,7,1923,0,0,0,0,1,1,0,0,0,1,0,1
334,4,2,220,5,33,2854,0,0,1,0,0,0,0,1,0,1,0,0
7644,3,4,159,2,6,4990,0,0,0,1,0,0,0,1,0,0,1,1
2603,4,5,194,2,44,2651,0,0,0,0,1,1,0,0,1,0,0,0
178,3,3,192,3,2,3995,0,0,1,0,0,0,0,1,0,0,1,1
4224,2,4,246,2,1,5374,0,0,0,1,0,0,1,0,0,0,1,0
359,4,3,131,5,6,1659,0,0,0,0,1,0,0,1,0,1,0,0
5888,5,2,162,4,7,5477,1,0,0,0,0,1,0,0,0,0,1,0
3230,5,2,215,6,5,5195,1,0,0,0,0,0,0,1,0,0,1,1
10761,5,1,220,5,4,1156,0,1,0,0,0,0,0,1,0,1,0,1
9805,4,5,160,2,8,5234,0,0,0,0,1,0,0,1,0,0,1,1
7924,3,4,142,4,5,4429,0,0,1,0,0,0,1,0,0,0,1,0
8040,4,5,226,5,8,1133,0,0,0,1,0,0,0,1,0,0,1,0
444,3,3,135,3,19,1366,0,0,0,1,0,0,0,1,0,1,0,1
7657,5,2,146,7,9,5631,0,0,0,0,1,0,1,0,0,1,0,1
2746,5,2,171,3,34,1029,0,0,1,0,0,1,0,0,1,0,0,0
10129,4,5,258,2,2,4303,0,0,0,0,1,0,1,0,0,0,1,1
5721,6,3,309,4,5,1712,0,1,0,0,0,0,0,1,0,1,0,0
4300,5,4,196,3,2,5427,0,0,1,0,0,0,0,1,0,0,1,0
7186,6,1,264,4,1,1273,0,0,1,0,0,0,0,1,0,0,1,0
5401,5,3,245,4,8,4129,0,0,0,0,1,0,0,1,1,0,0,0
7745,6,4,264,4,1,1711,0,0,0,0,1,0,0,1,0,1,0,0
2870,3,3,120,3,55,1534,1,0,0,0,0,0,1,0,0,1,0,1
8462,4,5,252,4,6,4983,1,0,0,0,0,0,0,1,0,1,0,1
3442,4,4,235,2,4,5671,0,0,1,0,0,0,0,1,0,1,0,0
10282,5,4,248,3,7,5335,0,0,1,0,0,1,0,0,0,1,0,0
2742,3,3,178,3,12,1900,0,0,0,1,0,1,0,0,1,0,0,0
10722,4,1,216,6,9,1678,0,0,0,1,0,0,0,1,0,1,0,0
4095,4,2,239,2,9,4360,0,1,0,0,0,0,1,0,0,0,1,1
198,2,3,142,3,38,7640,0,0,0,1,0,0,0,1,0,0,1,1
10351,2,5,228,3,8,5643,0,0,0,0,1,0,0,1,0,1,0,0
10740,4,3,192,4,3,1406,0,0,0,1,0,0,0,1,0,1,0,1
3400,4,2,197,3,2,5707,0,0,1,0,0,0,1,0,0,1,0,1
1416,4,3,127,5,5,1205,0,0,0,1,0,0,0,1,0,1,0,1
9593,5,4,205,3,3,4157,0,0,0,0,1,1,0,0,0,1,0,1
8533,5,4,271,2,6,4801,0,0,0,0,1,0,0,1,0,0,1,1
2023,3,4,208,2,37,2537,0,0,0,0,1,0,0,1,0,1,0,1
8467,4,4,266,3,6,5758,0,0,0,0,1,0,1,0,0,1,0,1
9538,3,2,212,3,10,4117,0,0,1,0,0,0,0,1,0,0,1,0
925,5,3,217,3,61,3067,0,0,0,0,1,0,0,1,1,0,0,1
2466,6,1,126,3,37,1697,0,0,0,1,0,1,0,0,0,0,1,1
